"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
1969,"Assistant","Male","Fasito‘outa","A'ana","Samoa","2024-10-02","AWS","Business",47,10,777
1974,"Architect","Female","Bururi","Bururi Province","Burundi","2024-08-29","GCP","Personal",39,172,1826
1974,"Architect","Female","Bururi","Bururi Province","Burundi","2024-03-13","GCP","Personal",184,137,1679
1974,"Architect","Female","Bururi","Bururi Province","Burundi","2023-04-25","GCP","Personal",34,54,1053
1988,"Assistant","Female","San Manuel Colohete","Lempira Department","Honduras","2024-10-01","GCP","Portfolio",93,27,1199
1988,"Assistant","Female","San Manuel Colohete","Lempira Department","Honduras","2025-01-29","AWS","Portfolio",134,15,1812
1988,"Assistant","Female","San Manuel Colohete","Lempira Department","Honduras","2023-10-14","Azure","E-commerce",31,25,1857
1988,"Assistant","Female","San Manuel Colohete","Lempira Department","Honduras","2024-12-28","AWS","Portfolio",72,47,1472
1967,"Associate","Male","Sheki","Shaki","Azerbaijan","2024-02-22","Azure","E-commerce",133,124,1786
1986,"Analyst","Male","Ţubarjal","Al Jawf","Saudi Arabia","2023-09-28","AWS","Business",167,159,980
1961,"Representative","Male","Ta’ Xbiex","Ta' Xbiex","Malta","2023-12-24","GCP","Business",149,140,329
1961,"Representative","Male","Ta’ Xbiex","Ta' Xbiex","Malta","2024-07-16","Azure","Portfolio",85,10,487
1961,"Representative","Male","Ta’ Xbiex","Ta' Xbiex","Malta","2023-12-10","AWS","Business",64,157,568
1991,"Specialist","Male","Ereencav","Dornod Province","Mongolia","2025-03-06","Azure","E-commerce",189,97,283
1991,"Specialist","Male","Ereencav","Dornod Province","Mongolia","2023-09-05","AWS","Business",116,13,795
1991,"Specialist","Male","Ereencav","Dornod Province","Mongolia","2024-10-21","AWS","Portfolio",29,74,644
1983,"Designer","Male","Abuja","Abuja Federal Capital Territory","Nigeria","2024-02-02","AWS","Personal",91,105,113
1983,"Designer","Male","Abuja","Abuja Federal Capital Territory","Nigeria","2024-06-18","GCP","Portfolio",105,122,1614
1983,"Designer","Male","Abuja","Abuja Federal Capital Territory","Nigeria","2025-01-27","AWS","Personal",185,53,1689
1983,"Designer","Male","Abuja","Abuja Federal Capital Territory","Nigeria","2024-11-02","AWS","Business",65,74,1612
1992,"Facilitator","Female","Adi Keyh","Debub Region","Eritrea","2024-01-13","Azure","Blog",68,131,635
1982,"Director","Male","Jamaame","Lower Juba","Somalia","2023-08-23","Azure","Portfolio",86,179,237
1969,"Representative","Male","Trashi Yangtse","Wangdue Phodrang District","Bhutan","2023-12-13","Azure","Portfolio",160,44,1066
2004,"Architect","Female","Ribeira Brava","Ribeira Brava Municipality","Cape Verde","2024-11-21","Azure","Business",42,87,1809
2004,"Architect","Female","Ribeira Brava","Ribeira Brava Municipality","Cape Verde","2025-02-07","AWS","E-commerce",191,176,151
2004,"Architect","Female","Ribeira Brava","Ribeira Brava Municipality","Cape Verde","2025-01-09","GCP","Blog",103,158,627
2004,"Architect","Female","Ribeira Brava","Ribeira Brava Municipality","Cape Verde","2024-07-26","AWS","Business",91,105,113
1983,"Associate","Female","Pakhtakoron","Sughd Province","Tajikistan","2023-07-05","AWS","E-commerce",75,67,485
1983,"Associate","Female","Pakhtakoron","Sughd Province","Tajikistan","2024-05-05","AWS","Business",60,150,768
1983,"Associate","Female","Pakhtakoron","Sughd Province","Tajikistan","2024-09-22","GCP","Portfolio",156,13,1071
1983,"Associate","Female","Pakhtakoron","Sughd Province","Tajikistan","2023-05-31","Azure","Business",191,66,1585
1995,"Coordinator","Female","Port of Spain","Port of Spain","Trinidad And Tobago","2024-11-09","GCP","Portfolio",88,73,1657
1995,"Coordinator","Female","Port of Spain","Port of Spain","Trinidad And Tobago","2025-02-13","Azure","Portfolio",71,46,1912
1981,"Consultant","Female","Gabès","Gabès Governorate","Tunisia","2023-11-17","AWS","Portfolio",120,117,261
1981,"Consultant","Female","Gabès","Gabès Governorate","Tunisia","2023-11-02","GCP","E-commerce",133,139,1708
1981,"Consultant","Female","Gabès","Gabès Governorate","Tunisia","2025-01-08","AWS","Personal",90,99,1492
1976,"Strategist","Male","Oyem","Woleu-Ntem Province","Gabon","2024-03-20","Azure","Blog",138,116,816
1976,"Strategist","Male","Oyem","Woleu-Ntem Province","Gabon","2024-12-14","AWS","Portfolio",193,148,675
1976,"Strategist","Male","Oyem","Woleu-Ntem Province","Gabon","2024-09-26","Azure","Business",130,172,349
1976,"Strategist","Male","Oyem","Woleu-Ntem Province","Gabon","2023-05-06","GCP","E-commerce",192,140,1119
1978,"Orchestrator","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2025-01-27","Azure","Portfolio",186,175,826
1978,"Orchestrator","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2024-01-31","AWS","E-commerce",158,40,1031
1978,"Orchestrator","Male","Koulamoutou","Ogooué-Lolo Province","Gabon","2023-12-19","GCP","Blog",25,62,299
1989,"Administrator","Male","Pul-e Khumrī","Baghlan","Afghanistan","2025-01-09","AWS","Portfolio",187,161,560
1989,"Administrator","Male","Pul-e Khumrī","Baghlan","Afghanistan","2024-07-25","Azure","Blog",145,90,1077
1989,"Administrator","Male","Pul-e Khumrī","Baghlan","Afghanistan","2024-06-10","AWS","Portfolio",80,22,137
1978,"Facilitator","Male","Hadibu","Socotra Governorate","Yemen","2023-08-19","GCP","Personal",141,14,974
1978,"Facilitator","Male","Hadibu","Socotra Governorate","Yemen","2023-10-20","GCP","Portfolio",116,146,1750
1964,"Assistant","Male","Barishal","Gilgit-Baltistan","Pakistan","2024-03-25","Azure","Portfolio",28,124,982
1962,"Director","Female","Fond des Blancs","Sud","Haiti","2023-08-13","GCP","E-commerce",156,13,1071
1962,"Director","Female","Fond des Blancs","Sud","Haiti","2024-11-03","Azure","Personal",187,79,912
2004,"Planner","Female","La Labor","Ocotepeque Department","Honduras","2024-10-12","AWS","Business",46,87,1664
2004,"Planner","Female","La Labor","Ocotepeque Department","Honduras","2024-05-15","Azure","Portfolio",83,87,402
2004,"Planner","Female","La Labor","Ocotepeque Department","Honduras","2024-06-17","AWS","Personal",122,169,1005
1992,"Manager","Female","Taungoo","Bago","Myanmar","2024-02-21","Azure","Personal",19,67,1943
1992,"Manager","Female","Taungoo","Bago","Myanmar","2023-06-21","AWS","Blog",149,113,1625
1994,"Analyst","Male","Cerrito","Ñeembucú Department","Paraguay","2023-05-14","Azure","Blog",193,107,1310
1994,"Analyst","Male","Cerrito","Ñeembucú Department","Paraguay","2024-07-15","Azure","Business",32,65,1343
1994,"Analyst","Male","Cerrito","Ñeembucú Department","Paraguay","2023-11-22","AWS","E-commerce",185,110,796
1989,"Executive","Male","Hlebine","Koprivnica-Križevci County","Croatia","2024-04-13","Azure","Personal",185,71,1463
1984,"Producer","Male","Bulolo","Morobe Province","Papua new Guinea","2024-09-12","Azure","Business",128,102,1536
1984,"Producer","Male","Bulolo","Morobe Province","Papua new Guinea","2025-01-22","AWS","Portfolio",57,133,1073
1984,"Producer","Male","Bulolo","Morobe Province","Papua new Guinea","2024-11-14","GCP","Blog",184,137,1679
1985,"Director","Female","Edelsbach bei Feldbach","Styria","Austria","2023-04-27","GCP","Blog",75,67,485
1983,"Executive","Male","Cofradía","Cortés Department","Honduras","2024-09-24","AWS","Blog",19,135,927
1983,"Executive","Male","Cofradía","Cortés Department","Honduras","2024-08-05","Azure","Business",134,113,994
1983,"Executive","Male","Cofradía","Cortés Department","Honduras","2023-12-31","GCP","Portfolio",120,101,1841
1983,"Executive","Male","Cofradía","Cortés Department","Honduras","2023-07-27","GCP","Portfolio",34,10,1589
1975,"Director","Female","Nova Sintra","Brava","Cape Verde","2025-01-27","GCP","Personal",76,156,1514
1975,"Director","Female","Nova Sintra","Brava","Cape Verde","2024-05-10","GCP","Business",172,139,327
1975,"Director","Female","Nova Sintra","Brava","Cape Verde","2024-02-09","AWS","Blog",189,84,788
1982,"Consultant","Female","Gönen","Isparta","Turkey","2023-07-19","Azure","E-commerce",156,13,1071
1982,"Consultant","Female","Gönen","Isparta","Turkey","2024-11-16","Azure","Personal",139,72,1014
1982,"Consultant","Female","Gönen","Isparta","Turkey","2023-07-29","GCP","Blog",70,61,932
2001,"Assistant","Male","Peristeróna","Nicosia District (Lefkoşa)","Cyprus","2023-07-29","Azure","Blog",184,137,1679
1978,"Strategist","Female","Mangan","Sikkim","India","2024-01-11","Azure","Personal",91,105,113
1978,"Strategist","Female","Mangan","Sikkim","India","2023-07-15","Azure","Personal",153,157,1900
1978,"Strategist","Female","Mangan","Sikkim","India","2024-10-18","Azure","Blog",189,70,1730
1973,"Agent","Male","Madīnat Ḩamad","Central Governorate","Bahrain","2025-02-09","Azure","Blog",111,77,1017
1973,"Agent","Male","Madīnat Ḩamad","Central Governorate","Bahrain","2025-04-10","Azure","Business",93,64,629
1973,"Agent","Male","Madīnat Ḩamad","Central Governorate","Bahrain","2024-11-16","AWS","Business",47,10,777
1973,"Agent","Male","Madīnat Ḩamad","Central Governorate","Bahrain","2024-01-28","GCP","Personal",105,122,1614
1982,"Engineer","Female","Stará Turá","Trenčín Region","Slovakia","2023-07-16","AWS","Blog",187,79,912
1967,"Analyst","Male","Buba","Quinara Region","Guinea-Bissau","2024-03-18","AWS","Business",116,146,1750
1999,"Analyst","Female","Altai","Govi-Altai Province","Mongolia","2023-09-12","Azure","Portfolio",18,12,1598
1999,"Analyst","Female","Altai","Govi-Altai Province","Mongolia","2023-04-16","Azure","E-commerce",26,168,1746
1962,"Architect","Male","Atamyrat","Lebap Region","Turkmenistan","2024-03-18","Azure","E-commerce",18,12,1598
1962,"Architect","Male","Atamyrat","Lebap Region","Turkmenistan","2024-09-04","AWS","Personal",70,97,1310
1962,"Architect","Male","Atamyrat","Lebap Region","Turkmenistan","2025-03-15","AWS","Blog",162,111,759
1962,"Architect","Male","Atamyrat","Lebap Region","Turkmenistan","2023-12-19","AWS","Portfolio",122,30,968
1973,"Producer","Male","Xinyuan","Xinjiang","China","2024-07-31","GCP","E-commerce",97,86,1887
1973,"Producer","Male","Xinyuan","Xinjiang","China","2023-08-21","GCP","Portfolio",173,18,141
1973,"Producer","Male","Xinyuan","Xinjiang","China","2023-05-23","AWS","Blog",156,68,1803
1973,"Producer","Male","Xinyuan","Xinjiang","China","2024-08-30","Azure","Personal",36,151,1944
1973,"Strategist","Female","Ereencav","Dornod Province","Mongolia","2024-10-24","AWS","Business",31,83,200
1973,"Strategist","Female","Ereencav","Dornod Province","Mongolia","2023-08-01","Azure","E-commerce",175,105,940
1973,"Strategist","Female","Ereencav","Dornod Province","Mongolia","2024-05-19","GCP","Business",187,43,200
1983,"Facilitator","Male","Sauteurs","Saint Patrick Parish","Grenada","2025-04-13","AWS","Business",180,132,1452
1983,"Facilitator","Male","Sauteurs","Saint Patrick Parish","Grenada","2024-06-23","AWS","Blog",122,169,1005
1983,"Facilitator","Male","Sauteurs","Saint Patrick Parish","Grenada","2025-01-05","AWS","Portfolio",89,69,195
2003,"Director","Female","Kampong Speu","Kampong Speu","Cambodia","2023-11-29","GCP","Personal",116,146,1750
2003,"Director","Female","Kampong Speu","Kampong Speu","Cambodia","2024-07-14","Azure","Personal",121,80,262
2003,"Director","Female","Kampong Speu","Kampong Speu","Cambodia","2024-07-14","Azure","Portfolio",18,157,663
2003,"Director","Female","Kampong Speu","Kampong Speu","Cambodia","2023-10-22","GCP","E-commerce",171,160,657
1968,"Consultant","Male","Kaffrine","Kaffrine","Senegal","2024-09-24","Azure","E-commerce",42,112,773
1968,"Consultant","Male","Kaffrine","Kaffrine","Senegal","2023-12-25","Azure","Blog",185,110,796
1968,"Consultant","Male","Kaffrine","Kaffrine","Senegal","2024-01-05","AWS","Blog",153,157,1900
2002,"Agent","Female","Abu Fatira","Mubarak Al-Kabeer Governorate","Kuwait","2024-02-12","GCP","E-commerce",121,154,1366
2002,"Agent","Female","Abu Fatira","Mubarak Al-Kabeer Governorate","Kuwait","2025-04-01","Azure","Blog",40,69,1671
2002,"Agent","Female","Abu Fatira","Mubarak Al-Kabeer Governorate","Kuwait","2024-04-17","AWS","Business",140,77,1035
1961,"Consultant","Female","Vado Ancho","El Paraíso Department","Honduras","2024-12-01","Azure","Portfolio",153,36,1786
1961,"Consultant","Female","Vado Ancho","El Paraíso Department","Honduras","2024-04-01","GCP","Portfolio",34,10,1589
1963,"Coordinator","Female","‘Ohonua","ʻEua","Tonga","2023-04-18","GCP","E-commerce",153,17,1999
1963,"Coordinator","Female","‘Ohonua","ʻEua","Tonga","2023-11-17","GCP","Business",90,99,1492
1963,"Coordinator","Female","‘Ohonua","ʻEua","Tonga","2024-10-24","AWS","E-commerce",164,133,1589
1970,"Engineer","Male","Mulifanua","Aiga-i-le-Tai","Samoa","2024-01-14","GCP","Portfolio",191,99,1241
1963,"Administrator","Female","Miłosław","Greater Poland Voivodeship","Poland","2024-09-25","GCP","Personal",121,154,1366
1963,"Administrator","Female","Miłosław","Greater Poland Voivodeship","Poland","2024-07-19","Azure","Blog",134,9,296
1963,"Administrator","Female","Miłosław","Greater Poland Voivodeship","Poland","2023-05-25","AWS","E-commerce",137,102,299
1963,"Administrator","Female","Miłosław","Greater Poland Voivodeship","Poland","2024-08-21","AWS","Blog",79,9,1449
1976,"Designer","Male","Limonar","Matanzas Province","Cuba","2024-08-28","Azure","E-commerce",83,25,1494
1976,"Designer","Male","Limonar","Matanzas Province","Cuba","2024-05-26","GCP","E-commerce",85,10,487
1976,"Designer","Male","Limonar","Matanzas Province","Cuba","2024-05-27","Azure","Blog",68,131,635
1998,"Orchestrator","Male","El Aouinet","Oum El Bouaghi","Algeria","2023-07-25","Azure","E-commerce",180,107,311
2001,"Coordinator","Male","Gisborne","Gisborne District","New Zealand","2024-10-11","GCP","Blog",78,66,1767
1973,"Manager","Male","Nová Dubnica","Trenčín Region","Slovakia","2024-09-26","AWS","E-commerce",156,13,1071
1973,"Manager","Male","Nová Dubnica","Trenčín Region","Slovakia","2023-07-27","Azure","Personal",83,87,402
1982,"Representative","Male","Mariscala","Lavalleja Department","Uruguay","2024-02-16","Azure","Portfolio",102,92,1990
1982,"Representative","Male","Mariscala","Lavalleja Department","Uruguay","2024-11-28","AWS","Personal",101,157,1074
1982,"Representative","Male","Mariscala","Lavalleja Department","Uruguay","2023-11-14","Azure","E-commerce",31,83,200
1986,"Orchestrator","Male","Media Luna","Granma Province","Cuba","2024-11-02","AWS","Portfolio",151,174,1649
1964,"Assistant","Female","Gradsko","Gradsko Municipality","Macedonia","2024-12-07","GCP","Business",31,37,481
1964,"Assistant","Female","Gradsko","Gradsko Municipality","Macedonia","2023-06-08","GCP","Business",191,167,1850
1964,"Assistant","Female","Gradsko","Gradsko Municipality","Macedonia","2023-10-24","GCP","E-commerce",109,173,1530
1977,"Officer","Female","Metinaro","Dili municipality","East Timor","2024-01-21","GCP","Blog",134,113,994
1977,"Officer","Female","Metinaro","Dili municipality","East Timor","2024-02-02","GCP","Portfolio",134,15,1812
1977,"Officer","Female","Metinaro","Dili municipality","East Timor","2023-08-30","GCP","Portfolio",72,47,1472
1977,"Officer","Female","Metinaro","Dili municipality","East Timor","2025-02-01","AWS","Blog",169,151,427
2001,"Supervisor","Male","Yunyoo-Nasuan","North East","Ghana","2024-02-23","AWS","Business",133,139,1708
2001,"Supervisor","Male","Yunyoo-Nasuan","North East","Ghana","2025-01-05","Azure","Blog",149,114,847
2002,"Producer","Female","Villa Florida","Misiones Department","Paraguay","2024-03-11","GCP","Personal",175,105,940
2002,"Producer","Female","Villa Florida","Misiones Department","Paraguay","2024-12-17","GCP","Personal",42,87,1809
2002,"Producer","Female","Villa Florida","Misiones Department","Paraguay","2023-08-14","AWS","Business",102,92,1990
2002,"Producer","Female","Villa Florida","Misiones Department","Paraguay","2023-10-14","Azure","E-commerce",25,64,1692
1974,"Analyst","Male","Ramnäs","Västmanland County","Sweden","2023-10-09","Azure","Personal",122,169,1005
1974,"Analyst","Male","Ramnäs","Västmanland County","Sweden","2023-06-28","AWS","E-commerce",117,15,1368
1975,"Assistant","Male","Kolonia Municipality","Pohnpei State","Micronesia","2023-04-17","AWS","Business",193,129,574
1975,"Assistant","Male","Kolonia Municipality","Pohnpei State","Micronesia","2023-05-08","GCP","E-commerce",26,96,846
1981,"Analyst","Female","Municipio de Santa Cruz La Laguna","Sololá Department","Guatemala","2024-09-17","AWS","Personal",164,133,1589
1981,"Analyst","Female","Municipio de Santa Cruz La Laguna","Sololá Department","Guatemala","2025-03-17","AWS","Personal",128,102,1536
1981,"Analyst","Female","Municipio de Santa Cruz La Laguna","Sololá Department","Guatemala","2024-12-29","AWS","E-commerce",134,9,296
1981,"Analyst","Female","Municipio de Santa Cruz La Laguna","Sololá Department","Guatemala","2024-03-28","AWS","Blog",191,66,1585
1993,"Officer","Male","Brussels","Brussels-Capital Region","Belgium","2023-05-30","Azure","Business",70,64,1210
1980,"Director","Female","Vecvārkava","Vārkava Municipality","Latvia","2024-08-09","Azure","E-commerce",140,77,1035
1980,"Director","Female","Vecvārkava","Vārkava Municipality","Latvia","2023-07-15","AWS","Portfolio",30,60,1536
1978,"Executive","Female","Hurghada","Red Sea","Egypt","2024-08-01","GCP","Business",35,28,1833
